geonameid,name,population,latitude,longitude,feature_code,feature_class,admin2_code
3082734,Wąbrzeźno,13911,53.27989,18.94773,PPLA2,P,0417
3082745,Ustronie Morskie,2081,54.21517,15.75568,PPL,P,3208
3082751,Ustroń,15637,49.72153,18.80198,PPLA3,P,2403
3082756,Ustka,16250,54.58048,16.86194,PPLA3,P,2212
3082774,Urbanice,166,51.24209,18.61196,PPL,P,1017
3082775,Uraz,886,51.24961,16.8514,PPL,P,0220
3082785,Unisław,3490,53.21241,18.38622,PPL,P,0404
3082792,Unieście,1000,54.27234,16.09806,PPL,P,3209
3082795,Uniemyśl,315,53.62564,14.50804,PPL,P,3211
3082801,Uniejów,2932,51.97428,18.79308,PPLA3,P,1011
3082837,Ujsoły,2392,49.4829,19.13801,PPL,P,2417
3082838,Ujście,3869,53.05339,16.73201,PPLA3,P,3019
3082854,Ujazd,1700,51.59781,19.92225,PPLA3,P,1016
3082855,Ujazd,1638,50.38938,18.34929,PPLA3,P,1611
3082866,Udanin,982,51.0374,16.45469,PPLA3,P,0218
3082870,Uciechów,1017,50.75487,16.68175,PPL,P,0202
3082872,Uchylsko,342,49.94592,18.37944,PPL,P,2415
3082887,Tyniec Mały,1622,51.01948,16.91998,PPL,P,0223
3082896,Tymień,950,54.20228,15.85282,PPL,P,3209
3082914,Tychy,130000,50.13717,18.96641,PPLA3,P,2477
3082915,Tychowo,458,54.3524,16.78514,PPL,P,3213
3082916,Tychowo,2507,53.92774,16.25771,PPLA3,P,3201
3082917,Tychowo,373,53.3039,15.1165,PPL,P,3214
3082931,Tworóg,3607,50.531,18.71572,PPLA3,P,2413
3082933,Tworków,2800,50.00559,18.23576,PPL,P,2411
3082938,Twardogóra,6840,51.36487,17.46878,PPL,P,0214
3082940,Twardawa,1029,50.34349,17.99097,PPL,P,1610
3082945,Tuszyn,7124,51.60949,19.53009,PPLA3,P,1006
3082962,Turze,791,50.1935,18.26494,PPL,P,2411
3082966,Turza Śląska,3085,49.97231,18.43781,PPL,P,2415
3082998,Turek,29533,52.01548,18.50055,PPLA2,P,3027
3083001,Turawa,900,50.74042,18.07723,PPL,P,1609
3083015,Tułowice,4290,50.59577,17.65323,PPL,P,1609
3083017,Tuliszków,3371,52.07658,18.29549,PPLA3,P,3027
3083026,Tuczno,1919,53.19374,16.15368,PPLA3,P,3217
3083039,Tuchomie,1365,54.11522,17.33634,PPLA3,P,2201
3083043,Tuchola,13686,53.58792,17.85905,PPLA2,P,0416
3083053,Trzyciąż,720,50.30979,19.76715,PPL,P,1212
3083057,Trzeszczyn,260,53.5493,14.51807,PPL,P,3211
3083067,Trzęsacz,89,54.07631,14.99282,PPL,P,3205
3083077,Trzemeszno,7840,52.56139,17.82311,PPLA3,P,3003
3083078,Trzemeszno,282,51.79497,17.51513,PPL,P,3012
3083087,Trzebunia,2059,49.79146,19.84715,PPL,P,1209
3083103,Trzebnica,12212,51.31076,17.06331,PPL,P,0220
3083105,Trzebiszewo,640,52.6277,15.40026,PPL,P,0803
3083111,Trzebinia,18828,50.15931,19.46966,PPLA3,P,1203
3083112,Trzebinia,1721,49.65024,19.22264,PPL,P,2417
3083116,Trzebież,2500,53.6597,14.51577,PPL,P,3211
3083126,Trzebieńczyce,308,49.97722,19.45507,PPL,P,1213
3083133,Trzebielino,744,54.19996,17.08726,PPLA3,P,2201
3083137,Trzebiechowo,220,53.83718,16.55974,PPL,P,3215
3083139,Trzebiechów,200,52.15998,14.95471,PPL,P,0802
3083140,Trzebiechów,920,52.02113,15.7362,PPLA3,P,0809
3083145,Trzebiatów,10322,54.06147,15.26475,PPLA3,P,3205
3083146,Trzebiatów,341,53.32118,15.18036,PPL,P,3214
3083158,Trzcińsko Zdrój,2466,52.96487,14.60667,PPL,P,3206
3083162,Trzcinna,523,52.88239,15.01076,PPL,P,3210
3083168,Trzcinica,328,52.13396,16.40121,PPL,P,3005
3083169,Trzcinica,1158,51.16707,18.00453,PPLA3,P,3008
3083177,Trzciel,2335,52.36504,15.87306,PPLA3,P,0803
3083185,Trzcianka,16914,53.04063,16.45629,PPLA3,P,3002
3083201,Truskolasy,2044,50.86692,18.82705,PPL,P,2406
3083215,Troszyn,206,53.84367,14.71704,PPL,P,3207
3083216,Troszyn,630,52.77099,14.55972,PPL,P,3206
3083237,Tresna,721,49.73735,19.20805,PPL,P,2417
3083255,Trąbki Wielkie,1407,54.17062,18.54003,PPL,P,2204
3083263,Toszek,3633,50.45442,18.52209,PPL,P,2405
3083264,Torzym,2466,52.31331,15.08243,PPLA3,P,0807
3083271,Toruń,196935,53.01375,18.59814,PPL,P,0463
3083274,Toporzysko,633,53.0998,18.29224,PPL,P,0415
3083275,Toporzysko,1833,49.62495,19.80226,PPL,P,1215
3083288,Topólka,449,52.50327,18.71246,PPLA3,P,0411
3083317,Tomice,586,52.06653,17.73786,PPL,P,3020
3083318,Tomice,109,50.84794,16.81747,PPL,P,0223
3083320,Tomice,2185,49.89773,19.48357,PPLA3,P,1218
3083325,Tomaszowice,682,50.13554,19.84697,PPL,P,1206
3083334,Tolkmicko,2700,54.32038,19.52695,PPLA3,P,2804
3083349,Tokarnia,3100,49.7272,19.87161,PPL,P,1209
3083365,Tłuchowo,1159,52.74715,19.46563,PPLA3,P,0408
3083410,Tenczynek,3436,50.11986,19.61308,PPL,P,1206
3083426,Tczew,60133,54.09242,18.77787,PPLA2,P,2214
3083440,Tarnowskie Góry,60938,50.44548,18.86147,PPLA2,P,2413
3083441,Tarnów Opolski,3800,50.57631,18.08367,PPL,P,1609
3083453,Tarnówka,1300,53.34174,16.85273,PPL,P,3031
3083458,Tarnowiec,393,50.91505,17.64421,PPL,P,1601
3083460,Tarnów Bycki,116,51.74218,15.79748,PPL,P,0804
3083464,Tarnowa,667,52.09528,18.37223,PPL,P,3027
3083467,Tarnów,400,52.76167,14.95625,PPL,P,0801
3083469,Tarnów,566,50.57849,16.79037,PPL,P,0224
3083472,Tarnawa Górna,305,49.78016,19.51378,PPL,P,1215
3083473,Tarnawa Góra,290,50.65436,19.86414,PPL,P,2613
3083474,Tarnawa Dolna,1500,49.7796,19.56545,PPL,P,1215
3083491,Targoszów,246,49.76186,19.45576,PPL,P,1215
3083492,Targanice,3860,49.80575,19.32444,PPL,P,1218
3083509,Tanowo,840,53.53908,14.46642,PPL,P,3211
3083564,Szymanowo,180,52.10882,16.96444,PPL,P,3026
3083565,Szymanowo,661,51.60501,16.89311,PPL,P,3022
3083576,Szydłowo,750,53.16212,16.61171,PPLA3,P,3019
3083577,Szydłowo,253,52.55885,17.94076,PPL,P,3003
3083581,Szydłów,232,51.78982,19.12256,PPL,P,1008
3083582,Szydłów,156,51.4463,19.59068,PPL,P,1010
3083583,Szydłów,500,50.60519,17.72756,PPL,P,1609
3083611,Szubin,9206,53.00967,17.74,PPLA3,P,0410
3083616,Sztum,9766,53.92077,19.03072,PPLA3,P,2216
3083632,Szprotawa,12786,51.56563,15.53664,PPL,P,0810
3083640,Szpetal Górny,1856,52.68148,19.10004,PPL,P,0418
3083664,Szlichtyngowa,1372,51.71222,16.24427,PPLA3,P,0812
3083667,Szlachta,1200,53.76827,18.11367,PPL,P,2213
3083677,Szklarska Poręba,6970,50.82567,15.52274,PPL,P,0206
3083725,Szemud,1639,54.48709,18.2228,PPLA3,P,2215
3083747,Szczytniki,693,51.68884,18.33138,PPL,P,3007
3083749,Szczytna,5234,50.41343,16.44743,PPL,P,0208
3083752,Szczyrk,5860,49.71724,19.03183,PPLA3,P,2402
3083757,Szczyglice,590,50.09184,19.82843,PPL,P,1206
3083760,Szczutowo,410,53.2012,19.56905,PPL,P,0402
3083761,Szczutowo,176,53.10871,19.23191,PPL,P,0405
3083762,Szczutowo,620,52.94047,19.57438,PPLA3,P,1427
3083782,Szczodre,713,51.19484,17.18262,PPL,P,0223
3083788,Szczerców,3300,51.33319,19.10977,PPLA3,P,1001
3083799,Szczepanów,238,51.57467,15.19821,PPL,P,0810
3083800,Szczepanów,1700,51.19796,16.61064,PPL,P,0218
3083814,Szczekociny,3841,50.62669,19.825,PPL,P,2416
3083826,Szczecinek,38496,53.70791,16.69937,PPLA3,P,3215
3083829,Szczecin,395513,53.42894,14.55302,PPLA,P,3262
3083835,Szczawno-Zdrój,5586,50.80352,16.25655,PPL,P,0221
3083841,Szczawin Kościelny,420,52.37104,19.61377,PPL,P,1404
3083844,Szczawin,630,51.90033,19.48829,PPL,P,1020
3083847,Szczaniec,1473,52.26874,15.6817,PPLA3,P,0808
3083878,Szamotuły,18588,52.61201,16.57794,PPLA2,P,3024
3083880,Szamocin,4258,53.02795,17.12653,PPLA3,P,3001
3083904,Szadek,2012,51.69174,18.97549,PPLA3,P,1019
3083907,Syrynia,3138,50.02004,18.34597,PPL,P,2415
3083908,Sypniewo,1300,53.46823,16.60583,PPL,P,3031
3083909,Sypniewo,1300,53.36981,17.3269,PPL,P,0413
3083910,Sypniewo,132,52.93612,17.07456,PPL,P,3001
3083921,Syców,10809,51.30814,17.71979,PPL,P,0214
3083955,Świnoujście,40919,53.91053,14.24712,PPLA2,P,3263
3083957,Świnna Poręba,676,49.83643,19.52133,PPL,P,1218
3083958,Świnna,1891,49.65802,19.25406,PPL,P,2417
3083964,Świnice Warckie,1500,52.04072,18.91786,PPLA3,P,1004
3083966,Świniary Wielkie,297,51.06206,18.00719,PPL,P,1604
3083967,Świniary,343,52.66139,17.43084,PPL,P,3003
3083968,Świniary,426,52.63254,15.59484,PPL,P,0803
3083969,Świniary,211,52.43299,19.90208,PPL,P,1419
3083970,Świniary,204,52.43775,14.81824,PPL,P,0805
3083980,Świętoszówka,607,49.80481,18.90044,PPL,P,2402
3083988,Świętochłowice,55600,50.29636,18.91726,PPLA2,P,2476
3084005,Święta Katarzyna,2000,51.02596,17.11464,PPL,P,0223
3084010,Święta,314,53.55724,14.62855,PPL,P,3204
3084012,Świeszyno,497,54.12166,16.1687,PPL,P,3209
3084019,Świerzno,222,54.07163,16.84565,PPL,P,2201
3084020,Świerzno,670,53.96497,14.96544,PPLA3,P,3207
3084024,Świerzawa,2469,51.01375,15.89516,PPLA3,P,0226
3084028,Swierkle,593,50.76426,17.93075,PPL,P,1609
3084029,Świerklany Górne,3912,50.02765,18.5905,PPL,P,2412
3084030,Świerklany Dolne,3420,50.01827,18.57702,PPL,P,2412
3084033,Świerklaniec,3786,50.44237,18.93734,PPLA3,P,2413
3084051,Świerczów,492,50.96016,17.7588,PPLA3,P,1606
3084055,Świeradów-Zdrój,4492,50.9092,15.34309,PPL,P,0210
3084060,Świekatowo,1077,53.41864,18.09731,PPL,P,0414
3084061,Świedziebnia,958,53.15207,19.55463,PPLA3,P,0402
3084062,Świebodzin,21757,52.24751,15.53355,PPLA2,P,0808
3084063,Świecko,199,52.30391,14.59242,PPL,P,0805
3084064,Swięcko,253,50.49678,16.58644,PPL,P,0208
3084069,Świecie nad Osą,870,53.444,19.10171,PPLA3,P,0406
3084071,Święciechowa,2640,51.85503,16.49805,PPLA3,P,3013
3084074,Świecie,25843,53.40953,18.44742,PPL,P,0414
3084084,Świebodzice,23228,50.85974,16.31966,PPLA3,P,0219
3084090,Świdnica Polska,288,51.07419,16.67759,PPL,P,0218
3084092,Świdnica,1400,51.88836,15.39013,PPLA3,P,0809
3084093,Świdnica,60351,50.84378,16.48859,PPLA2,P,0219
3084107,Świątniki Górne,2125,49.93429,19.95364,PPLA3,P,1206
3084126,Swarzynice,643,52.00084,15.75165,PPL,P,0809
3084128,Swarzewo,988,54.76227,18.39781,PPL,P,2211
3084142,Suszec,4183,50.02958,18.7916,PPLA3,P,2410
3084143,Susz,5593,53.71743,19.33645,PPLA3,P,2807
3084177,Sułów,1405,51.49966,17.16811,PPL,P,0213
3084178,Sułoszowa,4200,50.26789,19.73282,PPLA3,P,1206
3084184,Sulmierzyce,2829,51.60594,17.53053,PPL,P,3012
3084185,Sulmierzyce,1400,51.18456,19.19595,PPL,P,1009
3084192,Sułkowice,620,51.78967,17.04091,PPL,P,3004
3084193,Sułkowice,363,50.2253,19.93495,PPL,P,1206
3084194,Sułkowice,6362,49.84053,19.80097,PPLA3,P,1209
3084195,Sułkowice,4835,49.81932,19.35988,PPL,P,1218
3084198,Suliszowice,263,50.67781,19.35413,PPL,P,2409
3084213,Borne Sulinowo,4349,53.57661,16.53395,PPLA3,P,3215
3084221,Sulimice,130,54.46362,16.52519,PPL,P,3213
3084224,Sulików,2014,51.07624,15.06792,PPL,P,0225
3084225,Sulików,95,50.73787,19.98473,PPL,P,2613
3084230,Sulejów,6332,51.35436,19.88538,PPLA3,P,1010
3084234,Sulęczyno,1500,54.23302,17.7733,PPL,P,2205
3084237,Sulęcin,10090,52.44429,15.11676,PPLA2,P,
3084238,Sulęcin,474,52.11478,17.30656,PPL,P,3025
3084241,Sulechów,18055,52.08362,15.62513,PPLA3,P,0809
3084259,Suchy Dąb,832,54.20809,18.76731,PPLA3,P,2204
3084289,Suchań,1465,53.28003,15.32541,PPLA3,P,3214
3084290,Sucha Koszalińska,405,54.25999,16.26711,PPL,P,3209
3084299,Suchacz,730,54.28617,19.44546,PPL,P,2804
3084300,Sucha Beskidzka,9801,49.74188,19.59429,PPLA2,P,1215
3084312,Subkowy,1941,54.00227,18.76928,PPL,P,2214
3084324,Studzionka,2000,49.96232,18.7728,PPL,P,2410
3084334,Studzienice,816,54.09262,17.57581,PPLA3,P,2201
3084335,Studzienice,132,53.89215,18.1483,PPL,P,2213
3084353,Strzyżowice,1783,50.38725,19.08038,PPL,P,2401
3084364,Strzyżewice,308,51.82639,16.54017,PPL,P,3013
3084365,Strzyżewice,300,51.41082,19.24573,PPL,P,1001
3084395,Strzelno,1063,54.78564,18.32515,PPL,P,2211
3084396,Strzelno,5951,52.62789,18.17246,PPLA3,P,0409
3084398,Strzelniki,450,50.80561,17.54139,PPL,P,1601
3084404,Strzelin,12394,50.78157,17.06477,PPL,P,0217
3084408,Strzeleczki,1700,50.46215,17.85665,PPLA3,P,1605
3084413,Strzelce Wielkie,352,51.87697,17.09284,PPL,P,3004
3084414,Strzelce Wielkie,1100,51.1394,19.14539,PPL,P,1009
3084415,Strzelce Opolskie,20241,50.5107,18.30056,PPLA2,P,1611
3084421,Strzelce Krajeńskie,9978,52.87726,15.52978,PPLA2,P,0806
3084426,Strzelce,746,52.31478,19.40701,PPLA3,P,1002
3084429,Strzelce,870,51.06594,17.86051,PPL,P,1606
3084440,Strzegom,16106,50.96264,16.35006,PPL,P,0219
3084444,Strzebiń,3951,50.61647,18.89794,PPL,P,2407
3084449,Strzałkowo,5140,52.30701,17.81811,PPLA3,P,3023
3084457,Stryszów,2101,49.82569,19.61763,PPL,P,1218
3084460,Stryszawa,5266,49.71327,19.52185,PPLA3,P,1215
3084464,Stryków,3297,51.90224,19.60536,PPLA3,P,1020
3084483,Strumień,3419,49.92103,18.76637,PPLA3,P,2403
3084507,Stróża,2900,49.79628,19.92379,PPL,P,1209
3084515,Stronie Śląskie,6192,50.29554,16.87397,PPL,P,0208
3084516,Stronie,1200,49.83056,19.67497,PPL,P,1218
3084527,Straszyn,2962,54.27214,18.58114,PPL,P,2204
3084549,Straduń,200,53.05071,16.38096,PPL,P,3002
3084582,Stolno,610,53.32154,18.50492,PPL,P,0404
3084585,Stolec,210,53.55622,14.3133,PPL,P,3211
3084641,Stężyca,2200,54.20593,17.95569,PPL,P,2205
3084642,Stężyca,110,51.94088,16.95971,PPL,P,3004
3084660,Stepnica,2067,53.65187,14.62555,PPLA3,P,3204
3084673,Stegna,1978,54.32684,19.11252,PPLA3,P,2210
3084717,Stawiszyn,1564,51.91786,18.11171,PPL,P,3007
3084759,Stary Targ,1162,53.92335,19.17003,PPL,P,2216
3084775,Stary Las,700,50.38313,17.40558,PPL,P,1607
3084785,Stary Jarosław,481,54.40243,16.55089,PPL,P,3213
3084789,Stary Gostyń,440,51.90208,16.96023,PPL,P,3004
3084795,Stary Dzierzgoń,410,53.84179,19.4046,PPL,P,2216
3084805,Stary Borek,250,54.13297,15.48262,PPL,P,3208
3084807,Staroźreby,2128,52.63265,19.9855,PPLA3,P,1419
3084811,Starowa Góra,1300,51.69134,19.48374,PPL,P,1006
3084824,Starokrzepice,1319,50.94859,18.65341,PPL,P,2406
3084826,Starogard Gdański,47272,53.96396,18.52638,PPL,P,2213
3084840,Stargard,71224,53.33672,15.0499,PPLA2,P,3214
3084859,Stare Pole,1834,54.05667,19.20874,PPL,P,2209
3084869,Stare Miasto,290,53.88775,19.36581,PPL,P,2216
3084870,Stare Miasto,1500,52.17972,18.21499,PPLA3,P,3010
3084876,Stare Kurowo,2100,52.85669,15.67749,PPLA3,P,0806
3084890,Stare Czarnowo,520,53.27861,14.77906,PPLA3,P,3206
3084900,Stare Bogaczowice,1450,50.84752,16.19308,PPL,P,0221
3084904,Stare Bielice,1000,54.17665,16.11604,PPL,P,3209
3084951,Stara Korytnica,198,53.30098,16.03746,PPL,P,3203
3084953,Stara Kiszewa,1480,53.99006,18.16958,PPL,P,2206
3084954,Stara Kamienica,1253,50.91602,15.57286,PPL,P,0206
3084965,Stara Dąbrowa,618,53.42191,15.14405,PPLA3,P,3214
3084977,Stanowice,1200,50.93106,16.37426,PPL,P,0219
3084978,Stanowice,2254,50.13037,18.67084,PPL,P,2412
3084993,Stanisławów Pierwszy,267,51.29719,19.12934,PPL,P,1001
3085001,Stanisławów Drugi,234,51.28946,19.12642,PPL,P,1001
3085003,Stanisławów,151,52.2681,19.49721,PPL,P,1002
3085004,Stanisławów,39,52.26141,19.05411,PPL,P,3009
3085005,Stanisławów,130,52.11578,17.98428,PPL,P,3023
3085007,Stanisławów,112,51.4918,19.89349,PPL,P,1010
3085009,Stanisławów,71,51.20468,19.20779,PPL,P,1009
3085010,Stanisławów,331,51.04199,18.8558,PPL,P,2406
3085018,Stanisław Górny,1017,49.91155,19.62931,PPL,P,1218
3085019,Stanisław Dolny,2135,49.9047,19.65334,PPL,P,1218
3085020,Staniewice,446,54.43507,16.73561,PPL,P,3213
3085045,Środa Wielkopolska,21757,52.22843,17.27617,PPLA2,P,3025
3085047,Środa Śląska,8912,51.16406,16.59508,PPLA2,P,0218
3085056,Śrem,30404,52.08868,17.01508,PPLA2,P,3026
3085069,Spytkowice,3898,49.99671,19.51103,PPL,P,1218
3085070,Spytkowice,3390,49.57744,19.83341,PPLA3,P,1211
3085080,Spóle,260,51.41195,18.22563,PPL,P,1018
3085117,Sosnówka,210,53.41352,18.62406,PPL,P,0406
3085119,Sosnówka,1200,50.8183,15.72315,PPL,P,0206
3085128,Sosnowiec,227295,50.28682,19.10385,PPL,P,2475
3085130,Sosnowice,1087,49.93995,19.71514,PPL,P,1218
3085134,Sośno,980,53.38922,17.68713,PPLA3,P,0413
3085138,Sośnie,1300,51.47315,17.63383,PPLA3,P,3017
3085141,Sośnicowice,1691,50.27214,18.52982,PPLA3,P,2405
3085143,Sośnica,219,53.43321,16.202,PPL,P,3203
3085144,Sośnica,585,51.86123,17.68061,PPL,P,3020
3085145,Sośnica,346,51.03292,16.78445,PPL,P,0223
3085149,Sopotnia Wielka,1667,49.56853,19.28289,PPL,P,2417
3085151,Sopot,35049,54.4418,18.56003,PPL,P,2264
3085158,Sompolno,3610,52.38832,18.50282,PPLA3,P,3010
3085159,Somonino,2206,54.27555,18.19885,PPL,P,2205
3085166,Solniki Wielkie,510,51.16395,17.47333,PPL,P,0214
3085172,Solec Kujawski,15125,53.08371,18.22572,PPL,P,0403
3085175,Solec,616,52.10698,17.32887,PPL,P,3025
3085182,Szczerbice,2142,50.09416,18.44896,PPL,P,2412
3085187,Sól,1334,49.48764,19.04171,PPL,P,2417
3085215,Sokolniki,150,52.63332,17.51392,PPL,P,3003
3085217,Sokolniki,570,52.25208,17.70747,PPL,P,3030
3085218,Sokolniki,321,51.9669,19.36529,PPL,P,1020
3085219,Sokolniki,1200,51.30738,18.33275,PPLA3,P,1018
3085221,Sokolniki,808,50.63934,19.59755,PPL,P,2409
3085250,Sobótka,177,52.10097,18.78267,PPL,P,3009
3085251,Sobótka,1000,51.77995,17.85931,PPL,P,3017
3085252,Sobótka,6906,50.89992,16.74441,PPLA3,P,0223
3085271,Sobiesęki,389,50.24479,19.85624,PPL,P,1206
3085357,Smolec,2795,51.07322,16.88221,PPL,P,0223
3085360,Smołdzino,984,54.66318,17.21369,PPLA3,P,2212
3085361,Smołdzino,247,54.35616,18.30254,PPL,P,2205
3085384,Śmiłowo,1145,53.13647,16.92075,PPL,P,3019
3085391,Śmigiel,5531,52.01339,16.52704,PPLA3,P,3011
3085414,Smętowo Graniczne,3000,53.74638,18.68586,PPL,P,2213
3085420,Smardzowice,499,50.19179,19.86586,PPL,P,1206
3085433,Smarchowice Śląskie,321,51.05251,17.6128,PPL,P,1606
3085440,Słuszków,357,51.93347,18.23713,PPL,P,3007
3085450,Słupsk,98608,54.46405,17.02872,PPLA2,P,2263
3085457,Słupno,790,52.50588,19.83736,PPLA3,P,1419
3085463,Słupia Wiełka,661,52.21797,17.21952,PPL,P,3025
3085465,Słupia Kapitulna,871,51.6081,16.95911,PPL,P,3022
3085472,Słupia,466,53.58461,17.27969,PPL,P,2203
3085473,Słupia,128,52.96451,19.5954,PPL,P,1427
3085474,Słupia,142,52.7632,19.85762,PPL,P,1427
3085477,Słupia,812,51.85518,19.96997,PPLA3,P,1015
3085478,Słupia pod Bralinem,364,51.29332,17.79433,PPL,P,3008
3085479,Słupia pod Kępnem,1436,51.23924,18.04255,PPL,P,3008
3085480,Słupia,937,50.60073,19.97435,PPLA3,P,2602
3085481,Słupca,14476,52.28733,17.87192,PPLA2,P,3023
3085494,Słubice,2110,52.36942,19.93881,PPLA3,P,1419
3085495,Słubice,17567,52.35088,14.56065,PPLA2,P,0805
3085497,Słowino,410,54.35878,16.51342,PPL,P,3213
3085512,Słotwina,794,49.69967,19.07415,PPL,P,2417
3085519,Słońsk Dolny,222,52.89989,18.78593,PPL,P,0401
3085520,Słońsk,3000,52.56345,14.80526,PPLA3,P,0807
3085565,Śliwice,4600,53.70875,18.1737,PPLA3,P,0416
3085566,Sliwice,310,50.44761,17.16648,PPL,P,1607
3085577,Ślesin,1500,53.16514,17.70258,PPL,P,0410
3085578,Ślesin,3182,52.37039,18.30644,PPLA3,P,3010
3085584,Ślemień,1977,49.71826,19.36735,PPL,P,2417
3085610,Sławno,13415,54.36276,16.67888,PPLA2,P,3213
3085611,Sławno,274,52.83902,16.56404,PPL,P,3002
3085616,Sławków,6901,50.29943,19.38967,PPLA3,P,2401
3085637,Sława,4038,51.87623,16.07205,PPLA3,P,0812
3085655,Skwierzynka,925,54.23072,16.20604,PPL,P,3209
3085656,Skwierzyna,10051,52.59914,15.50652,PPLA3,P,0803
3085663,Skulsk,1400,52.482,18.33112,PPLA3,P,3010
3085668,Skrzyszów,3429,49.94873,18.48879,PPL,P,2415
3085706,Skrzatusz,580,53.20392,16.58163,PPL,P,3019
3085709,Skrwilno,1624,53.01607,19.62364,PPLA3,P,0412
3085757,Skoroszyce,1400,50.59648,17.38243,PPLA3,P,1607
3085761,Skorogoszcz,1200,50.75916,17.68198,PPL,P,1601
3085766,Skórcz,3564,53.79436,18.52561,PPL,P,2213
3085771,Skomlin,1656,51.17089,18.38699,PPL,P,1017
3085772,Skomielna Czarna,1400,49.72709,19.83633,PPL,P,1209
3085781,Skoki,3972,52.67222,17.16107,PPLA3,P,3028
3085785,Skoczów,307,54.12583,15.85104,PPL,P,3208
3085786,Skoczów,14810,49.80089,18.7877,PPLA3,P,2403
3085794,Skidziń,750,49.97905,19.19861,PPL,P,1213
3085797,Skibno,804,54.24467,16.29455,PPL,P,3209
3085802,Skępe,3539,52.86798,19.35604,PPLA3,P,0408
3085805,Skawinki,1600,49.82281,19.71256,PPL,P,1218
3085807,Skawina,23647,49.97524,19.82869,PPLA3,P,1206
3085809,Skawica,2600,49.67718,19.62321,PPL,P,1215
3085826,Skarszewy,6942,54.06911,18.44416,PPL,P,2213
3085827,Skarszewy,150,53.41322,18.83074,PPL,P,0406
3085846,Skąpe,557,53.21703,18.61539,PPL,P,0415
3085847,Skąpe,48,52.36533,17.83407,PPL,P,3023
3085848,Skąpe,421,52.15292,15.45845,PPLA3,P,0808
3085855,Skalmierzyce,1789,51.70097,17.96333,PPL,P,3017
3085867,Skała,3635,50.23052,19.85363,PPLA3,P,1206
3085877,Sitno,893,53.65792,16.66549,PPL,P,3215
3085882,Sitno,412,53.03249,14.85197,PPL,P,3210
3085883,Sitno,40,52.90528,15.2667,PPL,P,3210
3085884,Sitno,167,52.75624,14.54547,PPL,P,3206
3085888,Sipiory,385,53.07196,17.51238,PPL,P,0410
3085897,Sińczyca,143,54.40505,16.49343,PPL,P,3213
3085900,Simoradz,985,49.81185,18.7601,PPL,P,2403
3085925,Siewierz,5417,50.46657,19.23028,PPLA3,P,2401
3085933,Sierszew,296,51.9964,17.69966,PPL,P,3006
3085941,Sierpc,18866,52.8568,19.66913,PPLA2,P,1427
3085943,Sieroszowice,420,51.5277,15.9615,PPL,P,0216
3085945,Sieroszewice,1014,51.63347,17.972,PPLA3,P,3017
3085970,Sierakowice,7068,54.3461,17.89252,PPL,P,2205
3085976,Sieraków Śląski,1704,50.8029,18.57548,PPL,P,2407
3085980,Siepraw,4237,49.91437,19.95864,PPLA3,P,1209
3085992,Sieniczno,531,50.26762,19.61231,PPL,P,1212
3085997,Sieniawka,678,50.89621,14.8439,PPL,P,0225
3086000,Sieniawa,1100,52.36344,15.37768,PPL,P,0808
3086001,Sieniawa,1929,49.53947,19.93014,PPL,P,1211
3086003,Siemyśl,510,54.02754,15.53398,PPL,P,3208
3086010,Siemkowice,1100,51.20194,18.8988,PPL,P,1009
3086024,Siemianowice Śląskie,73121,50.32738,19.02901,PPLA2,P,2474
3086027,Siemianice,777,51.17959,18.14306,PPL,P,3008
3086045,Siekierczyn,1800,51.12217,15.19375,PPL,P,0210
3086052,Siedlisko,1000,52.98632,16.38594,PPL,P,3002
3086054,Siedlisko,1800,51.76864,15.81396,PPLA3,P,0804
3086062,Siedlimowo,250,52.48968,18.22426,PPL,P,0409
3086075,Siedlec Mały,37,50.64151,19.12454,PPL,P,2409
3086077,Siedlec Duży,854,50.62976,19.13166,PPL,P,2409
3086080,Siedlec,1200,52.13781,16.00279,PPLA3,P,3029
3086081,Siedlec,580,51.79381,17.12588,PPL,P,3004
3086090,Siedlce,331,51.45829,19.02231,PPL,P,1003
3086091,Siedlce,430,51.39803,16.30835,PPL,P,0211
3086092,Siedlce,420,50.99804,17.27806,PPL,P,0215
3086101,Sieciechowice,979,50.24424,19.97323,PPL,P,1206
3086106,Siechnice,4264,51.03384,17.14743,PPLA3,P,0223
3086109,Sidzina,1022,50.57375,17.44904,PPL,P,1607
3086111,Sidzina,3200,49.59146,19.71119,PPL,P,1215
3086118,Sicienko,800,53.20387,17.80051,PPLA3,P,0403
3086134,Sianów,6606,54.22646,16.29127,PPLA3,P,3209
3086153,Sępólno Krajeńskie,9223,53.45198,17.53169,PPLA3,P,0413
3086175,Sędziszowa,581,51.02639,15.87602,PPL,P,0226
3086192,Secemin,1600,50.76676,19.83599,PPL,P,2613
3086211,Ściejowice,815,50.00465,19.78037,PPL,P,1206
3086232,Sąsieczno,508,52.93887,18.8587,PPL,P,0415
3086253,Sarnów,1791,50.3738,19.15061,PPL,P,2401
3086262,Sarbinowo,558,54.24878,15.95867,PPL,P,3209
3086263,Sarbinowo,105,52.92924,15.86383,PPL,P,0806
3086264,Sarbinowo,540,52.85136,17.66713,PPL,P,0419
3086265,Sarbinowo,512,52.65775,14.67588,PPL,P,3210
3086267,Sarbinowo,257,51.72503,16.89152,PPL,P,3004
3086278,Sąspów,1358,50.22887,19.77007,PPL,P,1206
