geonameid,name,population,latitude,longitude,metro_id,metro_name,distance_km,impact,feature_code,admin2_code,feature_class
762873,Ostrówek,1700,52.5535,21.76014,756135.0,Warsaw,62.245937065890956,0.2997642102985837,,,
762875,Ostrówek,153,51.99352,21.24198,756135.0,Warsaw,30.614089819157133,0.5529264532660608,,,
762876,Ostrówek,201,51.86139,21.24936,756135.0,Warsaw,44.06678571804148,0.42617516708617087,,,
762987,Osiny,170,52.14105,20.47628,756135.0,Warsaw,37.816823309893316,0.48097599707137784,,,
763003,Osiemborów,220,51.77942,21.32395,756135.0,Warsaw,54.44525418477627,0.348618093292507,,,
763009,Osiek,150,52.59445,20.5434,756135.0,Warsaw,51.512866730980925,0.3689764695624944,,,
763010,Osiek,143,52.45627,20.28214,756135.0,Warsaw,55.59749622102336,0.3409294601282944,,,
763013,Osieczany,1600,49.84252,19.98207,3094802.0,Kraków,24.558324698777035,0.49185477568000363,,,
763014,Osieck,954,51.96653,21.41913,756135.0,Warsaw,40.38609176834566,0.4576431038486065,,,
763033,Orzeszyn,164,52.02773,21.08903,756135.0,Warsaw,23.076554030593723,0.6397725137875864,,,
763063,Orońsko,1200,51.31339,20.99067,760778.0,Radom,14.706884723524118,0.4099466284649548,,,
763239,Olszanka,386,51.03988,22.72754,765876.0,Lublin,25.875589738571836,0.2831745882246376,,,
763328,Okrzeszyn,120,52.12593,21.14164,756135.0,Warsaw,14.550789367050502,0.7545543649305235,,,
763361,Ojrzeń,750,52.7657,20.54315,756135.0,Warsaw,67.51033588840805,0.2707253108802834,,,
763454,Obryte,930,52.71633,21.24945,756135.0,Warsaw,56.44717414689738,0.33536860100283294,,,
763474,Obórki,117,52.12132,21.16559,756135.0,Warsaw,15.982191925558883,0.7339367014226021,,,
763521,Nowy Wiśnicz,2751,49.91465,20.46109,3094802.0,Kraków,40.89639586021629,0.30677734425833814,,,
763556,Nowy Dwór Mazowiecki,27633,52.43022,20.71652,756135.0,Warsaw,29.989204487970273,0.5596544510632444,,,
763661,Nowe Miasto,2000,52.65691,20.62838,756135.0,Warsaw,54.13970031219174,0.35068590858573456,,,
763676,Nowe Brzesko,1756,50.13222,20.37663,3094802.0,Kraków,32.36092363679957,0.39258003854889095,,,
